id,platform,year,genre,publisher,na_sales,eu_sales,other_sales,jp_sales
4655,PS3,2009,Action,Sega,0.44,0.41,0.17,1.21000000047353
1916,DS,2008,Sports,Konami Digital Entertainment,0,0,0,1.0199999996979
4597,PS2,2005,Misc,Namco Bandai Games,0,0,0,1.0199999996979
3224,PS,1997,Strategy,Namco Bandai Games,0,0,0.02,1.26999999940247
683,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.52,1.0499999998221
2698,Wii,2009,Shooter,Nintendo,0.2,0.14,0.04,1.05999999986859
4925,DS,2007,Sports,Genki,0,0,0,1.03999999984059
6027,X360,2011,Adventure,Cave,0,0,0,1.0100000001483
2924,3DS,2013,Strategy,Level 5,0,0,0,1.1300000003116
746,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.29,1.32999999968923
2970,PS2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.02,1.24999999960724
1679,DS,2010,Action,Namco Bandai Games,0,0,0,1.06999999949302
2178,XOne,2016,Action,Microsoft Game Studios,0.27,0.19,0.04,1.0100000001483
6083,PS,2000,Role-Playing,Atlus,0.03,0.02,0.02,1.28000000008765
5060,PSP,2007,Strategy,Konami Digital Entertainment,0.03,0.2,0.11,1.10000000021524
195,GBA,2005,Sports,Nintendo,0.24,0.09,0.01,1.18999999985311
3785,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,0.02,2.00000000088011
4775,DS,2006,Adventure,D3Publisher,0,0,0,1.02999999975121
2981,N64,1999,Strategy,Nintendo,3.18,1.24,0.09,1.93999999985404
4592,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.02,1.05999999986859
587,PS2,2001,Action,Capcom,1.08,0.7,0.21,1.34000000004982
935,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.01,0.01,1.0499999998221
6004,DC,2000,Sports,Sega,0,0,0,1.17999999943646
2453,Wii,2007,Strategy,Nintendo,0.28,0.03,0.03,1.17000000022269
2815,Wii,2008,Action,Square Enix,0,0,0,1.0199999996979
2244,GBA,2003,Action,THQ,1.59,1.05,0.14,1.03999999984059
4318,PS,1999,Fighting,Human Entertainment,0,0,0.01,1.17999999943646
4819,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0,1.0199999996979
5439,SNES,1996,Fighting,Nintendo,0,0,0,1.17000000022269
5327,PSP,2011,Misc,Paon,0,0,0,1.0199999996979
44,PS3,2013,Misc,Paon Corporation,0,0,0,1.02999999975121
2082,PSV,2011,Sports,Sega,0.05,0.3,0.12,1.0100000001483
2800,Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.02,1.03999999984059
4450,PSV,2014,Adventure,Namco Bandai Games,0,0,0,1.0100000001483
5215,PSP,2006,Misc,Daito,0,0,0,1.05999999986859
4017,PSP,2009,Adventure,Idea Factory,0,0,0,1.10000000021524
3408,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.41,1.10000000021524
3869,Wii,2009,Action,Konami Digital Entertainment,0.23,0.19,0.05,1.0100000001483
736,PS2,2001,Simulation,Atari,0.12,0.1,0.03,1.88000000029731
5320,PS4,2016,Misc,Aqua Plus,0,0,0,1.03999999984059
896,3DS,2016,Action,Level 5,0,0,0,2.26999999888018
5542,SNES,1990,Platform,Nintendo,12.78,3.75,0.55,4.53999999975821
2601,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.02,1.1399999995367
2271,PS2,2003,Action,Capcom,0.54,0.35,0.1,1.46000000040844
2397,SNES,1995,Sports,Asmik Corp,0,0,0,1.10000000021524
2273,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.19,1.0100000001483
3713,PS2,2004,Fighting,Banpresto,0,0,0,1.0100000001483
1659,N64,2001,Simulation,Nintendo,0,0,0.05,1.26000000004613
1953,PSV,2015,Action,Namco Bandai Games,0,0.07,0.02,1.1300000003116
1118,3DS,2012,Misc,Namco Bandai Games,0,0,0,1.63000000029557
2973,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.03,1.10000000021524
4352,GB,2000,Action,Konami Digital Entertainment,0,0,0,1.06999999949302
2267,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0,1.03999999984059
1058,GBA,2004,Action,Nintendo,0.89,0.22,0.1,1.2200000003109
2264,DS,2007,Misc,Nintendo,0.87,1.57,0.35,2.04999999969185
795,PS,1996,Sports,Electronic Arts,0.16,0.11,0.02,1.03999999984059
4087,PS,1998,Fighting,SquareSoft,0.25,0.17,0.04,1.2200000003109
2837,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.01,1.10000000021524
3424,PS,1999,Role-Playing,SquareSoft,2.28,1.72,0.23,4.6299999995456
1108,PSV,2015,Adventure,Idea Factory,0,0,0,1.0199999996979
2856,PSP,2004,Misc,Konami Digital Entertainment,0,0,0,1.17000000022269
4080,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0,1.1300000003116
504,PSP,2009,Fighting,Sony Computer Entertainment,0,0,0,1.08999999973725
4189,N64,1996,Sports,Konami Digital Entertainment,0,0,0,1.18999999985311
2420,PSP,2009,Action,Irem Software Engineering,0,0,0,1.06999999949302
2974,GB,1989,Sports,Nintendo,0.83,0.33,0.04,1.91999999992379
3040,PSP,2009,Action,D3Publisher,0,0,0,1.0199999996979
3190,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.53,1.0499999998221
4346,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.08,1.20000000024725
1811,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.16,1.0199999996979
2012,PS3,2016,Action,Namco Bandai Games,0,0,0,1.03999999984059
6070,SNES,1990,Simulation,Nintendo,0.46,0.17,0.02,1.48000000033149
660,PSP,2011,Adventure,Idea Factory,0,0,0,1.0199999996979
1505,X360,2009,Racing,Electronic Arts,0.73,0.97,0.22,1.0100000001483
17,SAT,1994,Sports,Sega,0,0,0,1.05999999986859
455,3DS,2011,Role-Playing,FuRyu,0,0,0,1.03999999984059
4393,PS2,2006,Adventure,KID,0,0,0,1.0199999996979
2237,SNES,1993,Fighting,Namco Bandai Games,0,0,0,2.45000000108624
4157,DS,2008,Misc,D3Publisher,0,0,0,1.0199999996979
2280,PS3,2011,Shooter,Codemasters,0.06,0.15,0.05,1.06999999949302
1455,SAT,1997,Role-Playing,NEC Interchannel,0,0,0,1.1300000003116
1343,PS2,2006,Role-Playing,Square Enix,1.88,0,1.74,3.33000000002547
3259,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.17,1.11999999965616
3917,PSV,2012,Action,Konami Digital Entertainment,0.16,0.18,0.09,1.0499999998221
4706,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,0.18,3.13000000140205
144,PS2,2008,Fighting,Capcom,0,0,0,1.1399999995367
902,PS3,2010,Strategy,Tecmo Koei,0,0,0,1.1300000003116
1852,PSP,2011,Action,D3Publisher,0,0,0,1.0199999996979
1939,PSP,2015,Action,Broccoli,0,0,0,1.07999999985298
2729,PS2,2008,Adventure,Namco Bandai Games,0,0,0,1.05999999986859
1554,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.05,1.28999999951808
600,GC,2002,Sports,Konami Digital Entertainment,0,0,0,1.10999999964009
2027,Wii,2011,Role-Playing,Nintendo,0.32,0.13,0.04,1.17999999943646
3615,Wii,2006,Racing,Nintendo,0.4,0.03,0.04,1.07999999985298
5531,PSP,2011,Adventure,Idea Factory,0,0,0,1.03999999984059
2778,PS,2001,Role-Playing,Enix Corporation,0,0,0.01,2.19999999919861
4344,PS4,2016,Adventure,Square Enix,0.14,0.15,0.06,1.02999999975121
4752,GB,1991,Puzzle,Nintendo,0,0,0,1.73000000084824
5220,DS,2007,Fighting,Namco Bandai Games,0,0,0,1.07999999985298
1131,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,1.0199999996979
216,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.45,1.07999999985298
117,PSP,2011,Misc,Unknown,0,0,0,1.02999999975121
5138,DS,2010,Strategy,Tecmo Koei,0,0,0,1.03999999984059
5177,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.16,1.28999999951808
563,3DS,2012,Action,FuRyu,0,0,0,1.07999999985298
2473,PS2,2011,Action,Konami Digital Entertainment,0,0,0,1.05999999986859
2656,X360,2012,Action,Capcom,0.28,0.11,0.03,1.0100000001483
5113,PSP,2012,Action,Namco Bandai Games,0,0,0,1.02999999975121
5565,PS,1998,Adventure,Gainax Network Systems,0,0,0.01,1.10999999964009
2120,DS,2010,Adventure,Nintendo,0.1,0.41,0.06,1.0100000001483
2603,PSP,2010,Action,Sony Computer Entertainment,0.41,0.36,0.21,1.02999999975121
3186,PS2,2002,Sports,SquareSoft,0,0,0,1.06999999949302
2723,PS3,2013,Simulation,Focus Home Interactive,0,0.1,0.04,1.0199999996979
3628,DS,2011,Action,Namco Bandai Games,0,0,0,1.11999999965616
3399,PS4,2016,Action,Deep Silver,0.02,0.07,0.02,1.0100000001483
2704,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0,1.05999999986859
2936,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0,1.06999999949302
5910,DS,2006,Simulation,505 Games,3.13,1.94,0.58,1.06999999949302
1199,DS,2005,Platform,Konami Digital Entertainment,0.37,0.04,0.04,1.02999999975121
4496,PS3,2014,Sports,Electronic Arts,0.57,3.14,1.07,1.03999999984059
2171,PS,1996,Action,Electronic Arts,0.05,0.04,0.02,1.21000000047353
4735,SAT,1998,Adventure,Data East,0,0,0,1.10999999964009
4930,DS,2007,Misc,Rocket Company,0,0,0,1.32999999968923
4803,SNES,1995,Platform,Banpresto,0,0,0,1.03999999984059
5535,Wii,2010,Action,Nintendo,0.87,0.31,0.1,1.1300000003116
3660,SNES,1994,Sports,Konami Digital Entertainment,0,0,0,1.28000000008765
3413,WiiU,2014,Puzzle,Sega,0,0,0,1.0199999996979
2297,PS,1999,Sports,Tecmo Koei,0,0,0.01,1.17999999943646
1135,PS3,2013,Action,Namco Bandai Games,0,0.2,0.07,1.4200000005493
1990,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.23,0.08,1.2200000003109
1316,PS2,2003,Simulation,Agetec,0.07,0.06,0.02,1.1599999998628
2415,PS3,2008,Adventure,Unknown,0.12,0,0.01,1.07999999985298
3427,NES,1986,Action,Nintendo,1.33,0.31,0.05,2.0400000002935
4633,PSP,2011,Role-Playing,Atlus,0,0,0,1.05999999986859
4065,DS,2007,Puzzle,Nintendo,1.22,2.48,0.52,2.029999999891
2194,PSP,2009,Role-Playing,Gust,0,0,0,1.0199999996979
1607,PSP,2007,Misc,Zenrin,0,0,0,1.0199999996979
2706,DS,2008,Strategy,Namco Bandai Games,0,0,0,1.05999999986859
3781,GC,2003,Sports,Konami Digital Entertainment,0,0,0,1.10000000021524
3318,DC,2002,Adventure,Sega,0,0,0,1.28999999951808
4807,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,1.07999999985298
2165,SAT,1996,Misc,Sonnet,0,0,0,1.0199999996979
3880,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0,1.0100000001483
913,PS2,2002,Role-Playing,Atari,0.1,0.08,0.03,1.55999999959214
5330,PSP,2012,Role-Playing,Square Enix,0,0,0,1.10999999964009
3579,PS3,2013,Sports,Sega,0,0,0,1.1300000003116
2642,PS2,2007,Adventure,Nippon Ichi Software,0,0,0,1.0199999996979
1229,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,1.05,1.24999999960724
1672,PS3,2012,Shooter,505 Games,0.38,0.39,0.15,1.05999999986859
4994,PS3,2011,Adventure,Deep Silver,0.3,0.15,0.07,1.20000000024725
707,DC,2001,Fighting,Capcom,0,0,0,1.11999999965616
3049,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.11,1.0100000001483
1391,PS,1995,Sports,Sony Computer Entertainment,0,0,0.01,1.11999999965616
619,PSV,2013,Misc,Nippon Ichi Software,0.14,0.07,0.06,1.14999999956857
3959,PSP,2008,Role-Playing,Nippon Ichi Software,0.05,0,0.01,1.02999999975121
2804,DS,2009,Role-Playing,Namco Bandai Games,0,0,0,1.0100000001483
949,X360,2010,Action,Square Enix,0.59,0.85,0.17,1.0199999996979
729,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.18,1.20000000024725
14,PS3,2015,Action,Capcom,0,0,0,1.08999999973725
4419,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.15,1.02999999975121
1470,SAT,1996,Fighting,Capcom,0,0,0,1.10999999964009
3361,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.17,1.0100000001483
1384,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.24,1.02999999975121
982,DS,2008,Fighting,Takara Tomy,0,0,0,1.07999999985298
542,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.02,1.21000000047353
3206,PSP,2013,Adventure,Alchemist,0,0,0,1.02999999975121
1906,SNES,1997,Puzzle,Hudson Soft,0,0,0,1.29999999939226
3665,PSP,2013,Action,Broccoli,0,0,0,1.11999999965616
1026,PS3,2013,Strategy,Tecmo Koei,0,0,0,1.18999999985311
5108,DS,2004,Misc,Tecmo Koei,0,0,0,1.03999999984059
279,PS3,2012,Platform,D3Publisher,0,0,0,1.03999999984059
3202,NES,1988,Platform,Nintendo,5.39,1.18,0.19,1.69999999989431
1369,3DS,2016,Action,Nintendo,0.02,0.01,0,1.0100000001483
3133,PSP,2012,Action,Idea Factory,0,0,0,1.0199999996979
843,3DS,2014,Puzzle,Sega,0,0,0,1.10999999964009
5678,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.42,1.0100000001483
3763,Wii,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,1.0100000001483
5609,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,0.28,2.419999999592
4631,PS2,2004,Simulation,Indie Games,0.06,0.05,0.02,1.1399999995367
5575,SAT,1995,Adventure,Sega,0,0,0,1.02999999975121
6051,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.61,1.06999999949302
4369,PS2,2006,Action,Namco Bandai Games,0,0,0,1.0499999998221
5483,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.23,1.07999999985298
2580,SNES,1991,Strategy,Tecmo Koei,0,0,0,1.24999999960724
1871,DS,2009,Action,Namco Bandai Games,0,0,0,1.11999999965616
2081,PS,1997,Fighting,SNK,0,0,0.01,1.06999999949302
1009,3DS,2014,Fighting,Namco Bandai Games,0,0,0,1.11999999965616
5728,3DS,2011,Simulation,Nintendo,1.44,1.37,0.27,1.73000000084824
557,PSP,2009,Role-Playing,Atlus,0,0,0,1.03999999984059
3646,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0,1.10000000021524
1971,DS,2010,Action,Namco Bandai Games,0,0,0,1.10999999964009
1010,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.06,1.0100000001483
5318,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0,1.0199999996979
2721,DS,2008,Role-Playing,Sega,0.09,0,0.01,1.1300000003116
2072,DS,2008,Action,Namco Bandai Games,0,0,0,1.05999999986859
1848,3DS,2014,Platform,Nintendo,0.47,0.51,0.09,1.28000000008765
4945,PS4,2016,Action,Nippon Ichi Software,0,0.01,0,1.0100000001483
750,PSP,2012,Action,Idea Factory,0,0,0,1.0100000001483
4544,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.08,1.10999999964009
3508,PS4,2015,Role-Playing,Focus Home Interactive,0.09,0.12,0.04,1.0199999996979
1086,PSP,2010,Fighting,Falcom Corporation,0,0,0,1.05999999986859
219,PS3,2015,Fighting,Nitroplus,0,0,0,1.0100000001483
5989,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.07,1.40999999944999
4780,PS2,2007,Fighting,THQ,0.92,0,1.41,1.0100000001483
5522,Wii,2008,Simulation,Rising Star Games,0.6,0.09,0.05,1.0199999996979
4666,3DS,2012,Role-Playing,Nintendo,0.44,0.3,0.06,1.47000000030775
1300,PS2,2006,Adventure,Tecmo Koei,0,0,0,1.0199999996979
5370,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.03,1.24000000047499
4093,DS,2005,Adventure,Nintendo,0.15,0.01,0.01,1.11999999965616
2246,PS2,2006,Fighting,Ignition Entertainment,0,0,0,1.0100000001483
1566,DS,2008,Role-Playing,Namco Bandai Games,0,0,0,1.24000000047499
5791,PSV,2014,Action,Idea Factory,0,0,0,1.0199999996979
249,PS2,2007,Strategy,Interchannel-Holon,0,0,0,1.0100000001483
3348,N64,1997,Shooter,Nintendo,5.8,2.01,0.15,1.1300000003116
1599,PS4,2016,Misc,Namco Bandai Games,0,0,0,1.08999999973725
1485,SAT,1994,Fighting,Sega,0.17,0.12,0.02,1.77000000073324
1444,PS2,2004,Sports,Konami Digital Entertainment,0,0,0,1.4200000005493
2546,PS2,2009,Adventure,Revolution (Japan),0,0,0,1.0199999996979
3317,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.18,1.44000000059341
684,PS4,2014,Role-Playing,Compile Heart,0,0,0,1.0199999996979
5259,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.02,1.03999999984059
3193,PSP,2009,Strategy,Namco Bandai Games,0,0,0,1.06999999949302
1772,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.08,1.0199999996979
5162,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.01,1.22999999952728
1326,PS3,2008,Shooter,Ubisoft,0.66,0.45,0.21,1.03999999984059
579,X360,2009,Sports,Electronic Arts,0.82,0.17,0.09,1.0100000001483
588,DS,2006,Action,Sega,0,0,0,1.1300000003116
1834,PS3,2010,Simulation,Namco Bandai Games,0,0,0,1.26000000004613
4078,WiiU,2015,Misc,Level 5,0,0,0,1.02999999975121
5710,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.03,1.0100000001483
911,PS3,2016,Misc,Namco Bandai Games,0,0,0,1.05999999986859
2327,PSV,2014,Action,D3Publisher,0,0,0,1.05999999986859
1832,SAT,1996,Fighting,Human Entertainment,0,0,0,1.11999999965616
4257,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.05,1.02999999975121
1178,N64,2000,Misc,Nintendo,0.72,0.16,0.02,2.00999999985732
4071,N64,2000,Racing,Nintendo,0.65,0.15,0.01,1.18999999985311
3590,DS,2008,Misc,Square Enix,0,0,0,1.0199999996979
2275,PS2,2008,Action,Namco Bandai Games,0,0,0,1.05999999986859
3926,GBA,2001,Racing,Nintendo,2.62,1.64,0.23,1.99000000052456
5031,3DS,2015,Action,Rocket Company,0,0,0,1.02999999975121
4002,DS,2004,Puzzle,Nintendo,0.13,0.01,0.01,1.10999999964009
5900,GB,1998,Role-Playing,Eidos Interactive,0,0,0.01,3.34000000003805
3387,PS2,2009,Misc,Tecmo Koei,0,0,0,1.0100000001483
5073,X360,2013,Adventure,5pb,0,0,0,1.0199999996979
1777,SNES,1993,Platform,Namco Bandai Games,0,0,0,1.46000000040844
780,PS3,2011,Action,Marvelous Interactive,0,0,0,1.08999999973725
5056,PS2,2007,Role-Playing,Tecmo Koei,0,0,0,1.08999999973725
3552,PS3,2013,Simulation,Namco Bandai Games,0,0,0,1.03999999984059
4126,DS,2006,Misc,Nintendo,0,0,0,2.71000000029374
760,PS3,2015,Adventure,5pb,0,0,0,1.02999999975121
1600,3DS,2016,Adventure,Aksys Games,0.04,0,0.01,1.0100000001483
67,GBA,2004,Strategy,Nintendo,0,0,0,1.07999999985298
3866,PSP,2013,Misc,Asgard,0,0,0,1.02999999975121
4499,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.01,1.10000000021524
1695,DS,2007,Misc,Capcom,0,0,0,1.05999999986859
2101,PS4,2015,Action,Capcom,0.01,0,0,1.07999999985298
2943,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.02,1.26999999940247
3598,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.19,1.0199999996979
3023,N64,1997,Puzzle,Compile,0,0,0.03,1.1599999998628
2124,PS2,2006,Adventure,Interchannel,0,0,0,1.02999999975121
4040,DS,2008,Simulation,Broccoli,0,0,0,1.02999999975121
2835,PSP,2009,Adventure,Prototype,0,0,0,1.0100000001483
3808,PS3,2012,Adventure,5pb,0,0,0,1.0199999996979
3929,PSP,2010,Misc,D3Publisher,0,0,0,1.0199999996979
5724,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.27,1.02999999975121
2911,PSV,2014,Adventure,5pb,0,0,0,1.0199999996979
2630,GB,1989,Sports,Nintendo,0.66,0.27,0.03,1.65000000014439
4201,PSV,2012,Action,Prototype,0,0,0,1.02999999975121
2626,DS,2005,Fighting,Tomy Corporation,0,0,0,1.22999999952728
4802,PS4,2016,Adventure,Sega,0,0,0,1.1599999998628
5049,SAT,1995,Fighting,Sega,0,0,0,1.4200000005493
4910,PSP,2011,Adventure,Idea Factory,0,0,0,1.02999999975121
4313,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.11,1.0199999996979
5104,PSP,2012,Adventure,Idea Factory,0,0,0,1.0199999996979
4302,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0,1.1300000003116
1319,PSP,2008,Action,Spike,0,0,0,1.0499999998221
1823,PSV,2016,Action,Nippon Ichi Software,0,0,0,1.0199999996979
1421,PSP,2011,Adventure,Takuyo,0,0,0,1.0100000001483
5035,PS2,2007,Role-Playing,Nippon Ichi Software,0,0,0,1.03999999984059
3507,3DS,2015,Action,Namco Bandai Games,0,0,0,1.02999999975121
6067,3DS,2014,Action,Nippon Columbia,0,0,0,1.17000000022269
5389,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,1.0100000001483
1395,PSV,2013,Action,Tecmo Koei,0,0,0,1.06999999949302
6029,X360,2013,Action,Ubisoft,1.9,1.14,0.29,1.0100000001483
5524,Wii,2008,Adventure,Sega,0,0,0,1.1300000003116
5889,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.02,1.07999999985298
4639,X360,2010,Adventure,5pb,0,0,0,1.02999999975121
2659,PS3,2006,Sports,Sega,0,0,0,1.0100000001483
4777,PS,1998,Role-Playing,SquareSoft,0,0,0.01,1.1599999998628
487,PS4,2015,Fighting,Tecmo Koei,0.09,0.13,0.04,1.07999999985298
1095,PSP,2010,Adventure,Prototype,0,0,0,1.02999999975121
1367,NES,1984,Platform,Namco Bandai Games,0,0,0,1.69000000010988
4979,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.02,1.11999999965616
4513,PSV,2014,Action,Namco Bandai Games,0,0,0,1.14999999956857
4645,PS2,2008,Adventure,GN Software,0,0,0,1.02999999975121
2348,PSP,2011,Adventure,Comfort,0,0,0,1.02999999975121
685,PS,1995,Adventure,Acclaim Entertainment,0,0,0.01,1.10000000021524
5778,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,1.0100000001483
3786,SNES,1995,Fighting,Nintendo,2.26,0.72,0.1,1.11999999965616
115,PS3,2009,Action,Tecmo Koei,0.11,0.08,0.03,1.06999999949302
2551,PSP,2010,Misc,Asgard,0,0,0,1.05999999986859
2518,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.01,1.02999999975121
2353,SAT,1997,Adventure,Warp,0,0,0,1.06999999949302
5393,DS,2012,Action,Namco Bandai Games,0,0,0,1.03999999984059
5551,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,0.01,2.26999999888018
2249,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.01,1.1300000003116
246,PS2,2007,Adventure,Konami Digital Entertainment,0,0,0,1.02999999975121
1352,PSP,2011,Adventure,Quinrose,0,0,0,1.02999999975121
4692,PS4,2015,Action,Bethesda Softworks,0.09,0.25,0.06,1.0199999996979
2329,DS,2005,Sports,Konami Digital Entertainment,0,0,0,1.1399999995367
4723,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.03,1.08999999973725
4418,GC,2005,Shooter,Nintendo,0.68,0.18,0.03,1.18999999985311
3722,SAT,1996,Shooter,Gaga,0,0,0,1.0199999996979
5020,SAT,1996,Adventure,Elf,0,0,0,1.36000000034277
3730,PS2,2008,Misc,Naxat Soft,0,0,0,1.0100000001483
873,X360,2013,Action,Take-Two Interactive,9.63,5.31,1.38,1.05999999986859
4829,XB,2002,Shooter,Sega,0.16,0.05,0.01,1.03999999984059
1311,PS3,2007,Shooter,Activision,3.1,2.3,1.04,1.28000000008765
2574,Wii,2008,Misc,Sega,0.42,0.37,0.1,1.0100000001483
3285,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0,1.0499999998221
1997,SAT,1995,Simulation,Micro Cabin,0,0,0,1.07999999985298
3979,3DS,2011,Action,Nintendo,0.47,0.26,0.07,1.34999999939204
3412,PSV,2014,Adventure,Idea Factory,0,0,0,1.0100000001483
2483,PS2,2004,Role-Playing,Square Enix,0.65,0.75,0.2,4.60999999996055
3264,PS3,2010,Shooter,Capcom,0.29,0.34,0.13,1.20000000024725
3073,DS,2009,Role-Playing,Sega,0.07,0.06,0.01,1.06999999949302
5009,PSV,2015,Action,Marvel Entertainment,0,0,0,1.0499999998221
3174,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.22,1.30999999972089
2173,X360,2010,Shooter,Cave,0,0,0,1.03999999984059
1399,DS,2011,Misc,Disney Interactive Studios,0,0,0,1.0199999996979
931,DS,2007,Action,Namco Bandai Games,0,0,0,1.17000000022269
2999,DS,2010,Role-Playing,Level 5,0,0,0,1.93000000016059
4820,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.01,1.49999999983775
1382,PS,1997,Strategy,Banpresto,0,0,0.02,1.29999999939226
1902,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,1.0100000001483
3608,DS,2009,Role-Playing,Atlus,0.14,0,0.01,1.1399999995367
4442,PS3,2009,Action,Sega,0.21,0.21,0.08,1.61999999960425
1849,PSP,2012,Sports,Ackkstudios,0,0,0,1.03999999984059
1571,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.61,1.0100000001483
5343,Wii,2009,Action,Namco Bandai Games,0,0.1,0.02,1.17000000022269
3219,DS,2008,Action,Namco Bandai Games,0,0,0,1.0499999998221
4391,PS2,2006,Misc,Daito,0,0,0,1.02999999975121
1763,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.12,1.0100000001483
3377,GBA,2004,Role-Playing,Nintendo,2.57,1.58,0.21,3.06000000010927
1251,PS2,2007,Misc,Paon,0,0,0,1.03999999984059
1478,DS,2009,Role-Playing,Nintendo,0,0.21,0.03,2.18000000043383
668,N64,2000,Fighting,THQ,1.2,0.27,0.02,1.0199999996979
1796,N64,2000,Racing,Nintendo,0.37,0.08,0.01,1.1399999995367
1266,PSV,2013,Sports,Konami Digital Entertainment,0,0,0,1.05999999986859
793,PSP,2005,Action,Take-Two Interactive,2.9,2.83,1.75,1.24000000047499
4382,PS2,2006,Adventure,Aqua Plus,0,0,0,1.10999999964009
6008,DS,2008,Action,Takara Tomy,0,0,0,1.0199999996979
5421,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.04,1.75999999991189
1123,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.05,1.29999999939226
64,PSP,2011,Strategy,Namco Bandai Games,0,0,0,1.34000000004982
2191,PS2,2002,Adventure,ChunSoft,0,0,0,1.36000000034277
446,3DS,2013,Platform,Agatsuma Entertainment,0,0,0,1.02999999975121
3553,PS3,2014,Action,Activision,0.06,0.16,0.05,1.0199999996979
3970,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0,1.03999999984059
5529,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.09,1.0199999996979
